ID_ALUNO;ID_SALA_ALOCADA;ID_ESCOLA;ETAPA_DESEJADA;ETAPA_OFERECIDA;DISTANCIA_KM;CUSTO_TOTAL
7571;594;418;6;6;11762.60;11.76
7572;121;114;11;11;10061.01;10.06
7573;715;414;13;13;6077.21;6.08
7574;451;175;6;6;14825.75;14.83
7575;251;132;9;9;4622.93;4.62
7576;67;19;2;2;6660.41;6.66
7577;737;242;10;10;7657.62;7.66
7578;301;94;3;3;12181.63;12.18
7579;91;114;7;7;11003.62;11.00
7580;567;495;11;11;11941.08;11.94
7581;259;65;3;3;9879.89;9.88
7582;167;477;9;9;11192.78;11.19
7583;190;64;11;11;8309.53;8.31
7584;770;239;1;1;15358.17;15.36
7585;36;429;2;2;18389.62;18.39
7586;612;494;9;9;3397.15;3.40
7587;74;452;9;9;10077.99;10.08
7588;696;310;10;10;3874.92;3.87
7589;168;353;10;10;8505.80;8.51
7590;60;192;13;13;17303.56;17.30
7591;564;77;2;2;3546.03;3.55
7592;537;442;9;9;8636.17;8.64
7593;528;364;3;3;8799.60;8.80
7594;136;462;7;7;8758.71;8.76
7595;437;116;11;11;3070.67;3.07
7596;870;468;1;1;5462.58;5.46
7597;970;67;5;5;6771.82;6.77
7598;828;57;5;5;13439.11;13.44
7599;332;234;1;1;10601.07;10.60
7600;160;315;6;6;2438.53;2.44
7601;161;211;13;13;2325.14;2.33
7602;729;85;6;6;10242.14;10.24
7603;165;255;11;11;7702.99;7.70
7604;797;462;12;12;8988.82;8.99
7605;9;399;8;8;8684.89;8.68
7606;292;428;4;4;5891.44;5.89
7607;183;365;1;1;21474.55;21.47
7608;638;346;2;2;12724.39;12.72
7609;305;450;7;7;9011.78;9.01
7610;400;70;5;5;6336.79;6.34
7611;64;173;6;6;2256.60;2.26
7612;683;98;6;6;14378.46;14.38
7613;162;84;1;1;10521.47;10.52
7614;958;16;1;1;2732.77;2.73
7615;-1;NA;1;NA;0.00;100.00
7616;421;479;5;5;9293.35;9.29
7617;239;203;9;9;15382.78;15.38
7618;198;278;1;1;4596.91;4.60
7619;29;310;3;3;13424.30;13.42
7620;275;284;7;7;2037.77;2.04
7621;384;6;7;7;11353.46;11.35
7622;676;390;10;10;12135.92;12.14
7623;680;85;8;8;8518.43;8.52
7624;90;84;1;1;6592.04;6.59
7625;961;245;5;5;18794.91;18.79
7626;636;414;10;10;12809.45;12.81
7627;907;19;11;11;3286.82;3.29
7628;857;54;11;11;14435.65;14.44
7629;-1;NA;8;NA;0.00;100.00
7630;973;379;3;3;8176.15;8.18
7631;-1;NA;7;NA;0.00;100.00
7632;206;30;1;1;10627.90;10.63
7633;108;257;4;4;10717.43;10.72
7634;705;191;4;4;11911.88;11.91
7635;204;114;12;12;5991.81;5.99
7636;687;168;9;9;10568.29;10.57
7637;647;442;4;4;18592.12;18.59
7638;975;422;11;11;2971.35;2.97
7639;165;255;11;11;5177.28;5.18
7640;408;170;3;3;17655.41;17.66
7641;689;436;4;4;4130.81;4.13
7642;698;120;8;8;10593.39;10.59
7643;25;217;2;2;3840.25;3.84
7644;474;372;9;9;12376.71;12.38
7645;852;410;12;12;6824.14;6.82
7646;-1;NA;13;NA;0.00;100.00
7647;397;184;11;11;9202.85;9.20
7648;266;180;13;13;4545.69;4.55
7649;580;192;4;4;17851.38;17.85
7650;33;493;10;10;1945.45;1.95
7651;132;247;5;5;5478.43;5.48
7652;751;170;6;6;5752.95;5.75
7653;384;6;7;7;5546.81;5.55
7654;754;481;13;13;14133.89;14.13
7655;724;312;6;6;10738.72;10.74
7656;886;194;13;13;8329.74;8.33
7657;705;191;4;4;16942.77;16.94
7658;-1;NA;11;NA;0.00;100.00
7659;582;192;13;13;11047.36;11.05
7660;758;245;5;5;7765.50;7.77
7661;919;231;13;13;15342.02;15.34
7662;324;51;2;2;3514.76;3.51
7663;720;299;13;13;6458.80;6.46
7664;687;168;9;9;4639.43;4.64
7665;939;222;7;7;14679.53;14.68
7666;216;465;8;8;11892.62;11.89
7667;49;157;12;12;15117.93;15.12
7668;698;120;8;8;4248.52;4.25
7669;515;360;4;4;7147.58;7.15
7670;608;469;2;2;4057.43;4.06
7671;-1;NA;3;NA;0.00;100.00
7672;441;398;9;9;7365.37;7.37
7673;83;219;13;13;5992.95;5.99
7674;128;232;1;1;12671.31;12.67
7675;337;245;10;10;4738.27;4.74
7676;357;432;9;9;17886.59;17.89
7677;458;424;5;5;3367.49;3.37
7678;816;292;3;3;7359.64;7.36
7679;500;83;13;13;4769.51;4.77
7680;37;15;10;10;1497.48;1.50
7681;600;338;10;10;16470.83;16.47
7682;785;16;1;1;9584.52;9.58
7683;308;494;5;5;5068.36;5.07
7684;352;119;5;5;19182.77;19.18
7685;821;356;12;12;19750.62;19.75
7686;237;221;12;12;8749.41;8.75
7687;978;147;4;4;6027.70;6.03
7688;364;150;8;8;3377.09;3.38
7689;436;49;12;12;8771.98;8.77
7690;83;219;13;13;14978.58;14.98
7691;523;233;10;10;6693.91;6.69
7692;-1;NA;5;NA;0.00;100.00
7693;636;414;10;10;21135.86;21.14
7694;746;288;1;1;14666.57;14.67
7695;611;334;6;6;17079.97;17.08
7696;432;498;5;5;2200.56;2.20
7697;382;77;11;11;12145.19;12.15
7698;651;204;9;9;5128.14;5.13
7699;561;55;7;7;6392.21;6.39
7700;143;388;9;9;6731.00;6.73
7701;780;126;13;13;7547.49;7.55
7702;641;333;1;1;9142.33;9.14
7703;2;71;12;12;7508.27;7.51
7704;183;365;1;1;6624.67;6.62
7705;-1;NA;11;NA;0.00;100.00
7706;399;11;3;3;3009.49;3.01
7707;153;371;13;13;7495.66;7.50
7708;228;260;7;7;5936.82;5.94
7709;152;200;10;10;17174.65;17.17
7710;552;33;7;7;11747.14;11.75
7711;609;299;2;2;13718.50;13.72
7712;123;362;10;10;3031.44;3.03
7713;769;237;8;8;4963.66;4.96
7714;74;452;9;9;5687.32;5.69
7715;20;218;8;8;16862.38;16.86
7716;288;202;11;11;16893.12;16.89
7717;546;90;4;4;2955.25;2.96
7718;523;233;10;10;4690.75;4.69
7719;-1;NA;10;NA;0.00;100.00
7720;345;164;1;1;8533.31;8.53
7721;902;240;4;4;17632.13;17.63
7722;-1;NA;1;NA;0.00;100.00
7723;109;56;5;5;7936.41;7.94
7724;632;136;3;3;5618.61;5.62
7725;682;215;4;4;6116.75;6.12
7726;764;251;1;1;11409.06;11.41
7727;1;379;12;12;7153.10;7.15
7728;65;84;3;3;8631.32;8.63
7729;76;192;8;8;4441.16;4.44
7730;89;246;2;2;12936.49;12.94
7731;104;428;7;7;627.90;0.63
7732;789;222;10;10;1628.75;1.63
7733;924;154;2;2;9511.13;9.51
7734;597;191;4;4;15947.14;15.95
7735;367;338;9;9;15242.54;15.24
7736;0;217;8;8;3455.76;3.46
7737;518;317;11;11;7747.22;7.75
7738;710;276;12;12;13640.86;13.64
7739;376;465;2;2;7708.09;7.71
7740;471;39;1;1;1181.52;1.18
7741;796;155;1;1;12663.12;12.66
7742;134;453;4;4;4551.13;4.55
7743;147;117;10;10;9794.26;9.79
7744;-1;NA;12;NA;0.00;100.00
7745;233;427;11;11;4166.17;4.17
7746;592;434;13;13;11987.97;11.99
7747;794;235;7;7;10050.47;10.05
7748;628;189;9;9;2474.02;2.47
7749;750;303;2;2;3700.66;3.70
7750;48;221;6;6;6607.84;6.61
7751;-1;NA;8;NA;0.00;100.00
7752;182;32;2;2;16162.53;16.16
7753;868;298;9;9;6068.72;6.07
7754;125;378;3;3;7334.17;7.33
7755;193;182;12;12;12069.97;12.07
7756;62;460;3;3;1475.20;1.48
7757;852;410;12;12;13463.06;13.46
7758;616;436;5;5;9276.68;9.28
7759;436;49;12;12;8147.25;8.15
7760;300;311;2;2;15099.59;15.10
7761;336;178;12;12;12996.90;13.00
7762;794;235;7;7;3794.65;3.79
7763;384;6;7;7;3401.21;3.40
7764;759;28;7;7;6664.75;6.66
7765;182;32;2;2;10369.95;10.37
7766;773;466;6;6;6809.17;6.81
7767;-1;NA;10;NA;0.00;100.00
7768;939;222;7;7;9898.98;9.90
7769;26;67;9;9;5659.59;5.66
7770;159;363;9;9;9772.56;9.77
7771;412;76;12;12;13628.85;13.63
7772;851;338;7;7;11924.28;11.92
7773;161;211;13;13;7951.75;7.95
7774;739;98;13;13;9556.29;9.56
7775;454;41;11;11;10862.18;10.86
7776;941;489;10;10;6738.44;6.74
7777;599;49;2;2;10138.72;10.14
7778;-1;NA;7;NA;0.00;100.00
7779;338;225;7;7;9094.83;9.09
7780;735;75;10;10;7778.20;7.78
7781;165;255;11;11;7180.15;7.18
7782;362;473;11;11;8129.89;8.13
7783;473;113;11;11;6310.62;6.31
7784;805;47;5;5;12558.06;12.56
7785;915;199;5;5;9755.27;9.76
7786;-1;NA;13;NA;0.00;100.00
7787;494;106;12;12;10833.46;10.83
7788;39;32;7;7;14597.57;14.60
7789;662;99;1;1;3800.59;3.80
7790;483;43;12;12;3749.91;3.75
7791;409;442;12;12;13061.70;13.06
7792;384;6;7;7;5593.48;5.59
7793;220;237;2;2;2371.24;2.37
7794;844;71;4;4;3060.02;3.06
7795;339;0;12;12;4159.16;4.16
7796;232;373;8;8;7997.42;8.00
7797;801;421;12;12;9685.63;9.69
7798;702;127;8;8;9972.27;9.97
7799;794;235;7;7;3720.22;3.72
7800;438;211;10;10;12267.36;12.27
7801;525;107;8;8;7537.03;7.54
7802;214;357;12;12;16161.41;16.16
7803;830;124;1;1;8777.98;8.78
7804;92;231;13;13;14950.39;14.95
7805;556;238;1;1;9910.13;9.91
7806;474;372;9;9;5530.77;5.53
7807;567;495;11;11;5672.55;5.67
7808;397;184;11;11;10628.43;10.63
7809;120;201;8;8;4845.91;4.85
7810;738;415;13;13;13520.34;13.52
7811;396;441;11;11;15612.26;15.61
7812;684;397;11;11;16884.06;16.88
7813;931;292;13;13;7645.25;7.65
7814;852;410;12;12;6127.41;6.13
7815;856;136;10;10;8646.10;8.65
7816;318;386;10;10;6007.37;6.01
7817;793;47;7;7;15611.47;15.61
7818;691;280;5;5;4594.90;4.59
7819;884;165;10;10;11053.29;11.05
7820;350;68;8;8;9844.13;9.84
7821;959;162;5;5;20083.62;20.08
7822;1;379;12;12;8587.27;8.59
7823;27;82;10;10;9229.76;9.23
7824;-1;NA;5;NA;0.00;100.00
7825;748;262;4;4;3738.78;3.74
7826;968;155;4;4;4590.11;4.59
7827;471;39;1;1;5226.73;5.23
7828;174;8;12;12;503.74;0.50
7829;-1;NA;6;NA;0.00;100.00
7830;680;85;8;8;7780.42;7.78
7831;881;237;12;12;4607.86;4.61
7832;98;326;9;9;13497.89;13.50
7833;751;170;6;6;9434.30;9.43
7834;236;110;3;3;9152.72;9.15
7835;706;390;1;1;6435.51;6.44
7836;-1;NA;11;NA;0.00;100.00
7837;507;229;10;10;12506.60;12.51
7838;437;116;11;11;4247.39;4.25
7839;-1;NA;12;NA;0.00;100.00
7840;441;398;9;9;4874.27;4.87
7841;936;391;1;1;2195.06;2.20
7842;73;114;1;1;16739.53;16.74
7843;146;417;3;3;11275.28;11.28
7844;908;61;13;13;3490.19;3.49
7845;861;121;13;13;12954.87;12.95
7846;864;63;5;5;5208.27;5.21
7847;452;25;4;4;7854.72;7.85
7848;75;338;9;9;5353.55;5.35
7849;-1;NA;10;NA;0.00;100.00
7850;515;360;4;4;4429.27;4.43
7851;629;348;5;5;16959.71;16.96
7852;100;128;12;12;2677.04;2.68
7853;7;424;8;8;16157.03;16.16
7854;241;205;2;2;4355.78;4.36
7855;616;436;5;5;10756.19;10.76
7856;89;246;2;2;3301.82;3.30
7857;600;338;10;10;16575.48;16.58
7858;882;463;8;8;14132.52;14.13
7859;272;57;10;10;14706.15;14.71
7860;922;35;3;3;4598.57;4.60
7861;836;102;4;4;3762.18;3.76
7862;337;245;10;10;12732.27;12.73
7863;699;125;13;13;4168.92;4.17
7864;252;89;1;1;15368.53;15.37
7865;117;407;4;4;9574.86;9.57
7866;202;284;11;11;3390.71;3.39
7867;207;167;3;3;7890.69;7.89
7868;486;317;7;7;8543.35;8.54
7869;639;202;8;8;2976.53;2.98
7870;57;85;11;11;8455.09;8.46
7871;235;204;10;10;19882.34;19.88
7872;263;95;3;3;2745.32;2.75
7873;225;401;4;4;6718.68;6.72
7874;205;52;8;8;11150.56;11.15
7875;437;116;11;11;897.66;0.90
7876;830;124;1;1;6180.85;6.18
7877;850;479;12;12;4747.78;4.75
7878;544;224;8;8;6068.59;6.07
7879;236;110;3;3;5331.42;5.33
7880;-1;NA;13;NA;0.00;100.00
7881;847;124;5;5;9049.33;9.05
7882;20;218;8;8;21885.02;21.89
7883;273;455;4;4;4591.37;4.59
7884;139;330;3;3;6990.25;6.99
7885;-1;NA;9;NA;0.00;100.00
7886;914;43;10;10;2170.10;2.17
7887;877;371;5;5;2942.64;2.94
7888;193;182;12;12;5065.38;5.07
7889;319;278;2;2;12897.75;12.90
7890;914;43;10;10;18400.51;18.40
7891;569;317;9;9;5131.14;5.13
7892;819;269;11;11;6396.09;6.40
7893;44;231;10;10;14843.42;14.84
7894;303;109;4;4;17192.31;17.19
7895;346;68;7;7;13422.99;13.42
7896;934;362;8;8;7984.91;7.98
7897;860;223;8;8;9480.73;9.48
7898;373;252;7;7;17118.12;17.12
7899;823;162;13;13;3201.37;3.20
7900;930;171;5;5;5905.67;5.91
7901;692;184;7;7;7354.16;7.35
7902;561;55;7;7;14921.60;14.92
7903;837;21;12;12;15379.39;15.38
7904;804;316;10;10;6835.77;6.84
7905;105;336;4;4;18054.71;18.05
7906;-1;NA;7;NA;0.00;100.00
7907;155;193;2;2;13574.90;13.57
7908;156;253;1;1;8741.86;8.74
7909;822;49;4;4;6709.99;6.71
7910;722;136;11;11;3713.69;3.71
7911;195;390;11;11;1733.01;1.73
7912;178;265;9;9;16762.43;16.76
7913;-1;NA;5;NA;0.00;100.00
7914;459;59;4;4;9774.41;9.77
7915;80;201;3;3;2716.53;2.72
7916;705;191;4;4;13520.55;13.52
7917;169;415;9;9;9553.02;9.55
7918;91;114;7;7;14940.38;14.94
7919;30;493;13;13;7963.74;7.96
7920;830;124;1;1;7800.55;7.80
7921;645;491;11;11;12260.54;12.26
7922;474;372;9;9;10825.68;10.83
7923;181;422;11;11;5565.87;5.57
7924;15;482;8;8;5751.13;5.75
7925;800;210;3;3;14879.54;14.88
7926;916;26;2;2;7260.88;7.26
7927;-1;NA;10;NA;0.00;100.00
7928;279;194;5;5;15117.10;15.12
7929;295;405;12;12;5862.22;5.86
7930;2;71;12;12;8008.69;8.01
7931;972;495;12;12;9097.24;9.10
7932;53;341;6;6;19789.52;19.79
7933;269;489;6;6;10961.82;10.96
7934;99;80;1;1;17867.95;17.87
7935;224;37;11;11;7909.38;7.91
7936;23;174;12;12;15458.82;15.46
7937;516;1;9;9;5986.19;5.99
7938;500;83;13;13;10130.87;10.13
7939;674;126;8;8;12127.94;12.13
7940;193;182;12;12;7697.46;7.70
7941;276;355;12;12;7535.99;7.54
7942;752;412;11;11;9975.44;9.98
7943;967;178;13;13;2152.36;2.15
7944;181;422;11;11;4325.61;4.33
7945;235;204;10;10;14900.50;14.90
7946;163;101;1;1;1789.77;1.79
7947;895;459;13;13;6801.83;6.80
7948;154;130;7;7;9617.71;9.62
7949;-1;NA;13;NA;0.00;100.00
7950;141;452;7;7;3107.79;3.11
7951;766;414;9;9;5078.12;5.08
7952;864;63;5;5;9777.70;9.78
7953;340;187;1;1;14159.76;14.16
7954;471;39;1;1;15832.12;15.83
7955;947;43;4;4;16549.95;16.55
7956;197;40;4;4;1726.15;1.73
7957;840;74;4;4;2757.13;2.76
7958;171;484;13;13;9202.46;9.20
7959;408;170;3;3;13608.31;13.61
7960;108;257;4;4;14467.93;14.47
7961;540;374;6;6;4666.53;4.67
7962;14;146;3;3;3308.96;3.31
7963;307;126;2;2;3857.25;3.86
7964;923;196;3;3;11635.55;11.64
7965;633;75;13;13;9892.55;9.89
7966;66;347;9;9;21089.53;21.09
7967;581;392;6;6;3632.66;3.63
7968;77;481;6;6;13529.08;13.53
7969;311;125;1;1;3662.81;3.66
7970;95;424;6;6;14633.51;14.63
7971;299;434;9;9;14776.25;14.78
7972;-1;NA;7;NA;0.00;100.00
7973;31;239;1;1;11064.07;11.06
7974;307;126;2;2;14102.45;14.10
7975;781;398;7;7;7625.93;7.63
7976;617;187;8;8;9926.19;9.93
7977;-1;NA;12;NA;0.00;100.00
7978;827;203;1;1;16780.90;16.78
7979;686;425;1;1;9678.10;9.68
7980;829;168;2;2;16140.39;16.14
7981;113;467;10;10;8449.41;8.45
7982;482;338;4;4;2065.94;2.07
7983;444;163;3;3;1450.87;1.45
7984;664;321;6;6;10942.36;10.94
7985;862;288;11;11;12721.50;12.72
7986;516;1;9;9;6111.27;6.11
7987;65;84;3;3;7725.96;7.73
7988;122;120;9;9;5727.41;5.73
7989;532;139;8;8;4782.04;4.78
7990;-1;NA;10;NA;0.00;100.00
7991;558;211;11;11;11430.36;11.43
7992;278;76;6;6;18587.46;18.59
7993;426;466;11;11;13734.09;13.73
7994;632;136;3;3;17014.68;17.01
7995;248;382;7;7;1707.32;1.71
7996;294;366;4;4;5649.41;5.65
7997;737;242;10;10;8422.46;8.42
7998;549;270;7;7;13740.89;13.74
7999;200;259;7;7;9086.98;9.09
8000;584;98;6;6;11875.47;11.88
8001;443;3;4;4;9602.45;9.60
8002;44;231;10;10;5039.02;5.04
8003;739;98;13;13;16979.51;16.98
8004;648;323;8;8;3427.55;3.43
8005;705;191;4;4;13873.34;13.87
8006;856;136;10;10;5528.54;5.53
8007;458;424;5;5;14698.12;14.70
8008;15;482;8;8;15175.07;15.18
8009;318;386;10;10;11896.09;11.90
8010;626;86;8;8;20473.35;20.47
8011;396;441;11;11;6001.97;6.00
8012;696;310;10;10;7915.58;7.92
8013;594;418;6;6;5245.74;5.25
8014;119;130;11;11;4935.02;4.94
8015;262;275;5;5;9115.50;9.12
8016;469;50;10;10;13068.22;13.07
8017;125;378;3;3;9555.57;9.56
8018;588;387;7;7;14179.33;14.18
8019;238;162;2;2;13449.87;13.45
8020;84;421;3;3;1715.52;1.72
8021;393;489;13;13;8145.77;8.15
8022;691;280;5;5;5797.27;5.80
8023;907;19;11;11;6636.34;6.64
8024;161;211;13;13;1821.49;1.82
8025;558;211;11;11;5316.26;5.32
8026;183;365;1;1;12736.67;12.74
8027;881;237;12;12;4242.71;4.24
8028;800;210;3;3;6275.51;6.28
8029;710;276;12;12;5072.24;5.07
8030;237;221;12;12;2181.67;2.18
8031;313;454;1;1;4443.90;4.44
8032;3;94;8;8;6535.09;6.54
8033;908;61;13;13;4786.83;4.79
8034;737;242;10;10;15489.21;15.49
8035;64;173;6;6;14253.13;14.25
8036;10;290;7;7;13580.86;13.58
8037;885;129;5;5;2872.90;2.87
8038;354;353;4;4;6676.28;6.68
8039;482;338;4;4;7970.03;7.97
8040;922;35;3;3;5810.43;5.81
8041;943;209;1;1;14353.34;14.35
8042;515;360;4;4;9359.38;9.36
8043;404;331;7;7;10716.09;10.72
8044;650;290;7;7;15100.84;15.10
8045;34;224;9;9;3945.23;3.95
8046;98;326;9;9;13386.66;13.39
8047;486;317;7;7;955.24;0.96
8048;616;436;5;5;10154.60;10.15
8049;40;101;8;8;6491.46;6.49
8050;202;284;11;11;4343.01;4.34
8051;849;35;13;13;4522.40;4.52
8052;235;204;10;10;19393.33;19.39
8053;618;398;6;6;5611.57;5.61
8054;718;345;3;3;5287.44;5.29
8055;798;499;3;3;2180.57;2.18
8056;118;417;9;9;8795.73;8.80
8057;734;409;2;2;4240.46;4.24
8058;951;212;2;2;10548.42;10.55
8059;269;489;6;6;5520.16;5.52
8060;192;123;12;12;20552.89;20.55
8061;149;220;2;2;5320.61;5.32
8062;925;169;12;12;3710.25;3.71
8063;616;436;5;5;8520.36;8.52
8064;204;114;12;12;4366.23;4.37
8065;481;229;5;5;7846.51;7.85
8066;479;107;1;1;15481.39;15.48
8067;959;162;5;5;3841.79;3.84
8068;71;423;5;5;7380.81;7.38
8069;294;366;4;4;12185.44;12.19
8070;533;346;6;6;18914.97;18.91
8071;811;115;4;4;19442.15;19.44
8072;536;394;3;3;11607.12;11.61
8073;376;465;2;2;8398.60;8.40
8074;163;101;1;1;5995.70;6.00
8075;74;452;9;9;2465.29;2.47
8076;814;306;9;9;16569.07;16.57
8077;800;210;3;3;12774.89;12.77
8078;481;229;5;5;15167.66;15.17
8079;-1;NA;2;NA;0.00;100.00
8080;209;478;6;6;10170.88;10.17
8081;152;200;10;10;14238.72;14.24
8082;883;324;5;5;13966.31;13.97
8083;65;84;3;3;14708.02;14.71
8084;53;341;6;6;12489.57;12.49
8085;129;189;4;4;5669.13;5.67
8086;51;361;5;5;12816.98;12.82
8087;-1;NA;11;NA;0.00;100.00
8088;688;363;11;11;7140.80;7.14
8089;-1;NA;5;NA;0.00;100.00
8090;399;11;3;3;3348.58;3.35
8091;972;495;12;12;9376.93;9.38
8092;722;136;11;11;6410.26;6.41
8093;323;489;5;5;16188.79;16.19
8094;689;436;4;4;9741.81;9.74
8095;25;217;2;2;5158.15;5.16
8096;376;465;2;2;8599.65;8.60
8097;522;495;10;10;5135.71;5.14
8098;689;436;4;4;3116.16;3.12
8099;35;249;8;8;18061.77;18.06
8100;769;237;8;8;1017.10;1.02
8101;400;70;5;5;2815.10;2.82
8102;330;402;3;3;12888.00;12.89
8103;380;210;3;3;20110.79;20.11
8104;342;370;10;10;7029.84;7.03
8105;682;215;4;4;10875.46;10.88
8106;400;70;5;5;3071.72;3.07
8107;578;35;11;11;2610.87;2.61
8108;141;452;7;7;6561.25;6.56
8109;96;374;6;6;13274.99;13.27
8110;282;22;2;2;7380.12;7.38
8111;836;102;4;4;1249.88;1.25
8112;729;85;6;6;12126.62;12.13
8113;955;403;11;11;8112.01;8.11
8114;722;136;11;11;3103.67;3.10
8115;543;362;6;6;5503.98;5.50
8116;813;467;6;6;10462.66;10.46
8117;268;262;11;11;11709.87;11.71
8118;675;60;8;8;850.00;0.85
8119;823;162;13;13;4030.92;4.03
8120;420;391;11;11;12368.03;12.37
8121;447;300;6;6;6270.16;6.27
8122;189;72;4;4;6368.41;6.37
8123;29;310;3;3;15682.82;15.68
8124;480;409;12;12;12581.32;12.58
8125;3;94;8;8;7731.83;7.73
8126;250;85;13;13;10218.49;10.22
8127;287;336;2;2;10242.86;10.24
8128;153;371;13;13;7594.62;7.59
8129;792;470;9;9;2106.53;2.11
8130;109;56;5;5;5524.21;5.52
8131;653;380;2;2;9255.70;9.26
8132;969;458;13;13;14710.13;14.71
8133;661;117;13;13;11730.31;11.73
8134;813;467;6;6;2243.32;2.24
8135;480;409;12;12;5168.07;5.17
8136;217;393;4;4;17057.62;17.06
8137;454;41;11;11;10868.50;10.87
8138;587;34;5;5;3650.08;3.65
8139;72;30;8;8;5117.61;5.12
8140;317;204;8;8;13821.97;13.82
8141;293;269;6;6;9405.72;9.41
8142;-1;NA;9;NA;0.00;100.00
8143;562;381;7;7;5101.61;5.10
8144;904;118;12;12;2542.31;2.54
8145;824;47;8;8;10387.06;10.39
8146;972;495;12;12;8573.88;8.57
8147;360;462;7;7;7815.30;7.82
8148;812;407;12;12;16967.90;16.97
8149;588;387;7;7;12253.50;12.25
8150;286;470;10;10;8388.16;8.39
8151;759;28;7;7;10947.73;10.95
8152;524;402;1;1;3106.84;3.11
8153;250;85;13;13;11261.33;11.26
8154;696;310;10;10;20933.12;20.93
8155;902;240;4;4;9667.15;9.67
8156;646;343;5;5;21748.56;21.75
8157;896;242;2;2;12283.99;12.28
8158;333;325;13;13;16406.84;16.41
8159;766;414;9;9;19894.36;19.89
8160;220;237;2;2;12199.34;12.20
8161;-1;NA;8;NA;0.00;100.00
8162;45;495;6;6;9293.42;9.29
8163;339;0;12;12;7741.48;7.74
8164;127;478;12;12;3167.28;3.17
8165;509;278;7;7;5967.03;5.97
8166;239;203;9;9;2810.10;2.81
8167;871;297;10;10;12685.51;12.69
8168;322;285;11;11;12170.74;12.17
8169;67;19;2;2;4536.61;4.54
8170;457;384;3;3;3752.18;3.75
8171;-1;NA;13;NA;0.00;100.00
8172;270;363;11;11;7195.61;7.20
8173;26;67;9;9;11080.43;11.08
8174;937;280;12;12;8042.36;8.04
8175;246;328;3;3;2889.12;2.89
8176;219;193;6;6;16027.35;16.03
8177;517;236;4;4;7509.18;7.51
8178;-1;NA;6;NA;0.00;100.00
8179;397;184;11;11;7925.77;7.93
8180;161;211;13;13;483.64;0.48
8181;148;247;9;9;16290.52;16.29
8182;494;106;12;12;18019.53;18.02
8183;366;258;1;1;14665.23;14.67
8184;141;452;7;7;5478.60;5.48
8185;881;237;12;12;15191.01;15.19
8186;509;278;7;7;2571.23;2.57
8187;264;379;8;8;7250.19;7.25
8188;356;460;6;6;1973.09;1.97
8189;629;348;5;5;13316.12;13.32
8190;466;181;2;2;7025.16;7.03
8191;548;185;11;11;9408.30;9.41
8192;713;492;9;9;11890.00;11.89
8193;451;175;6;6;2734.89;2.73
8194;380;210;3;3;17669.13;17.67
8195;904;118;12;12;4791.76;4.79
8196;960;25;7;7;8215.03;8.22
8197;708;118;9;9;7232.74;7.23
8198;470;15;13;13;8053.58;8.05
8199;521;457;2;2;16895.13;16.90
8200;265;366;7;7;14248.02;14.25
8201;622;460;4;4;3900.59;3.90
8202;216;465;8;8;11831.19;11.83
8203;534;448;10;10;6203.48;6.20
8204;11;429;1;1;2068.73;2.07
8205;595;307;4;4;8605.84;8.61
8206;213;123;4;4;21576.23;21.58
8207;691;280;5;5;12860.72;12.86
8208;579;385;13;13;11863.53;11.86
8209;417;65;2;2;9085.09;9.09
8210;648;323;8;8;3729.58;3.73
8211;950;461;7;7;2475.82;2.48
8212;771;391;10;10;13702.44;13.70
8213;276;355;12;12;5271.62;5.27
8214;923;196;3;3;15411.00;15.41
8215;42;69;13;13;11945.84;11.95
8216;133;216;7;7;1050.71;1.05
8217;264;379;8;8;9004.82;9.00
8218;794;235;7;7;1875.26;1.88
8219;826;405;6;6;10136.41;10.14
8220;971;119;12;12;19657.44;19.66
8221;238;162;2;2;14569.98;14.57
8222;288;202;11;11;8315.90;8.32
8223;860;223;8;8;6342.45;6.34
8224;532;139;8;8;5409.55;5.41
8225;387;100;3;3;10302.24;10.30
8226;165;255;11;11;11765.96;11.77
8227;150;397;4;4;19061.26;19.06
8228;333;325;13;13;1855.11;1.86
8229;562;381;7;7;10017.85;10.02
8230;909;292;2;2;12315.79;12.32
8231;-1;NA;5;NA;0.00;100.00
8232;806;488;6;6;3433.99;3.43
8233;184;94;12;12;16932.20;16.93
8234;176;13;6;6;1091.00;1.09
8235;146;417;3;3;8916.69;8.92
8236;511;420;5;5;833.66;0.83
8237;57;85;11;11;12031.12;12.03
8238;743;303;6;6;8989.02;8.99
8239;539;410;12;12;18920.50;18.92
8240;737;242;10;10;12707.10;12.71
8241;720;299;13;13;2212.94;2.21
8242;668;38;11;11;8421.60;8.42
8243;504;85;9;9;5162.94;5.16
8244;109;56;5;5;7513.06;7.51
8245;132;247;5;5;1543.73;1.54
8246;255;42;4;4;13002.89;13.00
8247;310;375;3;3;15235.15;15.24
8248;-1;NA;4;NA;0.00;100.00
8249;418;80;13;13;14759.14;14.76
8250;595;307;4;4;9409.30;9.41
8251;58;33;2;2;17864.67;17.86
8252;348;153;12;12;14778.33;14.78
8253;338;225;7;7;2668.69;2.67
8254;522;495;10;10;4478.96;4.48
8255;965;94;2;2;14030.93;14.03
8256;886;194;13;13;18703.50;18.70
8257;172;130;2;2;9795.45;9.80
8258;361;125;4;4;9503.48;9.50
8259;320;246;6;6;14428.25;14.43
8260;187;356;8;8;17601.07;17.60
8261;366;258;1;1;2572.12;2.57
8262;208;266;8;8;10631.35;10.63
