ID_ALUNO;ID_SALA_ALOCADA;ID_ESCOLA;ETAPA_DESEJADA;ETAPA_OFERECIDA;DISTANCIA_KM;CUSTO_TOTAL
729;427;166;1;1;7726.41;7.73
730;961;245;5;5;18545.20;18.55
731;673;470;9;9;14657.42;14.66
732;916;26;2;2;20575.69;20.58
733;539;410;12;12;19471.18;19.47
734;41;183;2;2;11662.52;11.66
735;961;245;5;5;16152.74;16.15
736;113;467;10;10;8155.10;8.16
737;152;200;10;10;3205.56;3.21
738;124;89;3;3;3131.21;3.13
739;353;236;1;1;2579.26;2.58
740;468;477;3;3;13519.25;13.52
741;446;126;8;8;9935.95;9.94
742;234;415;12;12;4280.63;4.28
743;712;82;10;10;11257.01;11.26
744;487;25;10;10;8941.24;8.94
745;513;138;13;13;2617.60;2.62
746;855;126;8;8;16720.37;16.72
747;918;77;3;3;5209.48;5.21
748;779;45;7;7;11442.11;11.44
749;853;200;9;9;18150.07;18.15
750;19;66;5;5;11688.82;11.69
751;443;3;4;4;7279.07;7.28
752;611;334;6;6;7330.00;7.33
753;477;366;9;9;10675.66;10.68
754;259;65;3;3;8067.10;8.07
755;676;390;10;10;4325.36;4.33
756;234;415;12;12;6210.13;6.21
757;765;417;5;5;4586.41;4.59
758;628;189;9;9;6322.57;6.32
759;259;65;3;3;7405.00;7.41
760;86;410;1;1;2046.80;2.05
761;651;204;9;9;12418.50;12.42
762;745;164;7;7;9162.86;9.16
763;321;474;8;8;10646.36;10.65
764;111;437;2;2;19639.17;19.64
765;395;89;5;5;4041.50;4.04
766;384;6;7;7;3310.88;3.31
767;961;245;5;5;6184.37;6.18
768;767;304;9;9;2918.70;2.92
769;221;464;6;6;3503.87;3.50
770;680;85;8;8;5899.31;5.90
771;279;194;5;5;2660.54;2.66
772;846;403;9;9;2997.02;3.00
773;250;85;13;13;9186.66;9.19
774;503;12;7;7;8152.26;8.15
775;385;477;1;1;1288.12;1.29
776;884;165;10;10;4078.88;4.08
777;-1;NA;11;NA;0.00;100.00
778;551;418;10;10;11138.50;11.14
779;204;114;12;12;13295.36;13.30
780;555;330;12;12;10720.27;10.72
781;293;269;6;6;3978.77;3.98
782;834;273;3;3;17290.17;17.29
783;128;232;1;1;633.06;0.63
784;499;400;10;10;11409.46;11.41
785;864;63;5;5;1920.64;1.92
786;617;187;8;8;5209.95;5.21
787;387;100;3;3;5747.74;5.75
788;515;360;4;4;9649.43;9.65
789;384;6;7;7;4637.99;4.64
790;534;448;10;10;7734.16;7.73
791;896;242;2;2;8652.69;8.65
792;494;106;12;12;12959.79;12.96
793;625;243;8;8;5636.07;5.64
794;828;57;5;5;14015.66;14.02
795;-1;NA;7;NA;0.00;100.00
796;87;443;3;3;13252.24;13.25
797;492;494;4;4;12779.56;12.78
798;738;415;13;13;6758.85;6.76
799;254;206;1;1;12025.61;12.03
800;620;65;5;5;5739.87;5.74
801;214;357;12;12;16724.32;16.72
802;696;310;10;10;1767.89;1.77
803;570;115;9;9;7632.74;7.63
804;554;81;2;2;3861.46;3.86
805;3;94;8;8;10614.33;10.61
806;485;450;13;13;6108.40;6.11
807;631;396;13;13;1442.37;1.44
808;945;225;5;5;5677.38;5.68
809;20;218;8;8;11010.15;11.01
810;309;391;12;12;7637.31;7.64
811;140;278;8;8;10467.49;10.47
812;660;195;12;12;12273.29;12.27
813;355;198;1;1;16829.02;16.83
814;458;424;5;5;6982.27;6.98
815;405;60;6;6;5400.11;5.40
816;289;435;11;11;11383.30;11.38
817;60;192;13;13;3712.21;3.71
818;651;204;9;9;14516.78;14.52
819;210;483;10;10;4909.86;4.91
820;120;201;8;8;4721.59;4.72
821;738;415;13;13;12589.93;12.59
822;823;162;13;13;1102.58;1.10
823;718;345;3;3;6639.03;6.64
824;296;107;6;6;7126.49;7.13
825;197;40;4;4;5064.37;5.06
826;815;403;9;9;13197.62;13.20
827;863;31;6;6;5531.79;5.53
828;265;366;7;7;12005.83;12.01
829;503;12;7;7;8715.51;8.72
830;379;467;4;4;5817.78;5.82
831;706;390;1;1;14091.45;14.09
832;635;340;8;8;13968.45;13.97
833;933;382;1;1;5594.47;5.59
834;883;324;5;5;4714.49;4.71
835;273;455;4;4;19912.71;19.91
836;148;247;9;9;3029.35;3.03
837;977;145;10;10;2816.79;2.82
838;164;485;6;6;20843.79;20.84
839;-1;NA;8;NA;0.00;100.00
840;643;311;13;13;17831.03;17.83
841;269;489;6;6;12604.88;12.60
842;841;129;5;5;3316.44;3.32
843;350;68;8;8;3736.96;3.74
844;-1;NA;4;NA;0.00;100.00
845;319;278;2;2;14579.54;14.58
846;941;489;10;10;13379.70;13.38
847;31;239;1;1;11781.70;11.78
848;450;177;13;13;9690.16;9.69
849;100;128;12;12;8383.97;8.38
850;511;420;5;5;17569.62;17.57
851;316;452;6;6;11969.37;11.97
852;773;466;6;6;13728.11;13.73
853;325;208;13;13;11432.48;11.43
854;304;243;7;7;15648.41;15.65
855;153;371;13;13;15098.50;15.10
856;840;74;4;4;2882.31;2.88
857;75;338;9;9;12094.22;12.09
858;907;19;11;11;6398.85;6.40
859;103;373;2;2;3969.78;3.97
860;63;482;7;7;12126.70;12.13
861;712;82;10;10;5100.93;5.10
862;335;313;2;2;2394.49;2.39
863;130;195;2;2;1654.92;1.65
864;486;317;7;7;3192.45;3.19
865;930;171;5;5;3641.51;3.64
866;966;57;1;1;14325.51;14.33
867;582;192;13;13;10160.32;10.16
868;734;409;2;2;11952.88;11.95
869;47;346;8;8;3575.26;3.58
870;810;206;12;12;12804.83;12.80
871;313;454;1;1;12682.95;12.68
872;943;209;1;1;12504.89;12.50
873;192;123;12;12;14657.20;14.66
874;763;69;10;10;13280.71;13.28
875;951;212;2;2;9425.92;9.43
876;295;405;12;12;7732.70;7.73
877;314;140;12;12;2741.73;2.74
878;422;485;11;11;7316.54;7.32
879;356;460;6;6;1917.27;1.92
880;275;284;7;7;9739.01;9.74
881;99;80;1;1;15254.77;15.25
882;114;381;3;3;9686.40;9.69
883;496;55;10;10;3799.00;3.80
884;785;16;1;1;3962.15;3.96
885;809;56;7;7;5417.23;5.42
886;863;31;6;6;4896.30;4.90
887;22;127;6;6;7763.78;7.76
888;16;44;1;1;17400.75;17.40
889;-1;NA;10;NA;0.00;100.00
890;387;100;3;3;12256.57;12.26
891;393;489;13;13;2638.87;2.64
892;611;334;6;6;8463.45;8.46
893;823;162;13;13;8307.20;8.31
894;709;442;10;10;16194.98;16.19
895;796;155;1;1;6092.13;6.09
896;198;278;1;1;7938.63;7.94
897;432;498;5;5;7197.83;7.20
898;251;132;9;9;9602.66;9.60
899;304;243;7;7;227.65;0.23
900;731;185;10;10;12512.86;12.51
901;75;338;9;9;1901.03;1.90
902;897;499;6;6;3118.27;3.12
903;-1;NA;1;NA;0.00;100.00
904;86;410;1;1;14423.59;14.42
905;121;114;11;11;8392.39;8.39
906;701;268;2;2;2425.66;2.43
907;47;346;8;8;17305.42;17.31
908;-1;NA;8;NA;0.00;100.00
909;625;243;8;8;926.68;0.93
910;903;150;6;6;7047.08;7.05
911;-1;NA;8;NA;0.00;100.00
912;258;203;6;6;7489.52;7.49
913;58;33;2;2;19735.49;19.74
914;627;246;6;6;4587.80;4.59
915;492;494;4;4;6981.05;6.98
916;347;361;8;8;2284.09;2.28
917;274;177;10;10;8052.76;8.05
918;709;442;10;10;16825.38;16.83
919;154;130;7;7;5548.78;5.55
920;-1;NA;13;NA;0.00;100.00
921;831;152;5;5;9086.87;9.09
922;583;5;9;9;16429.88;16.43
923;82;205;7;7;8395.93;8.40
924;144;114;13;13;8655.52;8.66
925;924;154;2;2;1802.27;1.80
926;325;208;13;13;7035.83;7.04
927;728;235;11;11;3254.94;3.25
928;124;89;3;3;3069.06;3.07
929;151;148;5;5;11466.63;11.47
930;702;127;8;8;12590.80;12.59
931;-1;NA;2;NA;0.00;100.00
932;850;479;12;12;13884.07;13.88
933;304;243;7;7;10063.84;10.06
934;152;200;10;10;20964.08;20.96
935;258;203;6;6;8663.82;8.66
936;906;22;9;9;6362.45;6.36
937;913;404;1;1;4727.89;4.73
938;735;75;10;10;17269.47;17.27
939;727;498;2;2;5676.92;5.68
940;10;290;7;7;15486.87;15.49
941;680;85;8;8;4656.79;4.66
942;-1;NA;8;NA;0.00;100.00
943;372;429;4;4;11424.12;11.42
944;322;285;11;11;9956.75;9.96
945;499;400;10;10;8992.37;8.99
946;950;461;7;7;9516.57;9.52
947;516;1;9;9;15411.60;15.41
948;595;307;4;4;8405.75;8.41
949;312;70;8;8;5189.03;5.19
950;-1;NA;3;NA;0.00;100.00
951;772;426;13;13;8656.09;8.66
952;803;9;8;8;2797.96;2.80
953;722;136;11;11;1367.03;1.37
954;734;409;2;2;1410.30;1.41
955;217;393;4;4;6062.50;6.06
956;782;181;3;3;11722.87;11.72
957;77;481;6;6;8084.12;8.08
958;695;154;10;10;4438.42;4.44
959;81;158;1;1;1457.84;1.46
960;144;114;13;13;3828.99;3.83
961;227;107;7;7;5972.89;5.97
962;956;130;4;4;11284.16;11.28
963;910;299;3;3;2425.18;2.43
964;38;443;2;2;15942.03;15.94
965;480;409;12;12;4087.77;4.09
966;-1;NA;2;NA;0.00;100.00
967;428;344;13;13;10088.24;10.09
968;80;201;3;3;1810.96;1.81
969;347;361;8;8;6908.49;6.91
970;403;368;5;5;9646.22;9.65
971;690;438;1;1;13650.81;13.65
972;165;255;11;11;2648.31;2.65
973;823;162;13;13;4254.71;4.25
974;525;107;8;8;4098.46;4.10
975;580;192;4;4;9446.93;9.45
976;824;47;8;8;14670.79;14.67
977;98;326;9;9;5519.40;5.52
978;972;495;12;12;10133.22;10.13
979;396;441;11;11;14560.94;14.56
980;13;58;9;9;16801.65;16.80
981;185;423;12;12;13392.12;13.39
982;501;132;2;2;3119.73;3.12
983;855;126;8;8;14942.61;14.94
984;788;142;10;10;5873.43;5.87
985;-1;NA;6;NA;0.00;100.00
986;892;13;3;3;11244.28;11.24
987;6;58;3;3;6754.96;6.75
988;579;385;13;13;4874.92;4.87
989;252;89;1;1;14034.31;14.03
990;99;80;1;1;8923.32;8.92
991;763;69;10;10;3443.62;3.44
992;518;317;11;11;9994.69;9.99
993;226;453;2;2;5658.31;5.66
994;901;214;10;10;8387.67;8.39
995;672;331;8;8;15258.07;15.26
996;513;138;13;13;10064.78;10.06
997;739;98;13;13;14299.36;14.30
998;196;136;10;10;4149.15;4.15
999;159;363;9;9;6270.45;6.27
1000;107;119;9;9;2918.47;2.92
1001;450;177;13;13;6375.50;6.38
1002;45;495;6;6;12369.33;12.37
1003;617;187;8;8;10644.32;10.64
1004;740;28;6;6;4332.38;4.33
1005;878;238;8;8;10490.19;10.49
1006;308;494;5;5;2505.14;2.51
1007;879;248;8;8;9305.85;9.31
1008;734;409;2;2;12506.03;12.51
1009;674;126;8;8;12589.76;12.59
1010;567;495;11;11;9046.50;9.05
1011;351;247;1;1;15798.24;15.80
1012;260;135;13;13;5479.88;5.48
1013;905;191;11;11;1653.58;1.65
1014;324;51;2;2;17584.47;17.58
1015;525;107;8;8;6266.50;6.27
1016;61;199;12;12;8117.21;8.12
1017;289;435;11;11;8442.96;8.44
1018;-1;NA;13;NA;0.00;100.00
1019;641;333;1;1;1381.47;1.38
1020;722;136;11;11;7678.66;7.68
1021;342;370;10;10;11330.00;11.33
1022;688;363;11;11;15160.79;15.16
1023;528;364;3;3;6913.14;6.91
1024;512;348;2;2;10531.44;10.53
1025;866;227;3;3;7174.55;7.17
1026;757;109;7;7;5729.98;5.73
1027;672;331;8;8;16414.04;16.41
1028;383;43;2;2;14902.27;14.90
1029;669;113;7;7;10339.29;10.34
1030;211;307;8;8;5240.49;5.24
1031;254;206;1;1;16648.42;16.65
1032;-1;NA;1;NA;0.00;100.00
1033;441;398;9;9;2558.28;2.56
1034;777;247;9;9;6445.38;6.45
1035;418;80;13;13;14518.37;14.52
1036;620;65;5;5;11636.18;11.64
1037;968;155;4;4;5522.87;5.52
1038;775;305;12;12;7090.58;7.09
1039;682;215;4;4;4451.62;4.45
1040;601;355;13;13;11308.84;11.31
1041;759;28;7;7;721.82;0.72
1042;-1;NA;11;NA;0.00;100.00
1043;587;34;5;5;5133.88;5.13
1044;364;150;8;8;2770.97;2.77
1045;311;125;1;1;8167.75;8.17
1046;178;265;9;9;4577.83;4.58
1047;629;348;5;5;2615.50;2.62
1048;203;109;1;1;13075.37;13.08
1049;478;212;9;9;1892.90;1.89
1050;526;433;4;4;5912.39;5.91
1051;7;424;8;8;3127.25;3.13
1052;80;201;3;3;9965.50;9.97
1053;34;224;9;9;14137.77;14.14
1054;173;196;11;11;7886.74;7.89
1055;542;18;7;7;15329.85;15.33
1056;732;400;12;12;15810.32;15.81
1057;261;164;9;9;2599.45;2.60
1058;275;284;7;7;1800.81;1.80
1059;397;184;11;11;2287.84;2.29
1060;-1;NA;7;NA;0.00;100.00
1061;317;204;8;8;13256.38;13.26
1062;459;59;4;4;6764.34;6.76
1063;352;119;5;5;14256.67;14.26
1064;408;170;3;3;12958.39;12.96
1065;100;128;12;12;7295.57;7.30
1066;309;391;12;12;9914.61;9.91
1067;-1;NA;2;NA;0.00;100.00
1068;806;488;6;6;7047.62;7.05
1069;183;365;1;1;8208.74;8.21
1070;634;324;3;3;9218.03;9.22
1071;653;380;2;2;3728.95;3.73
1072;195;390;11;11;8390.76;8.39
1073;32;158;8;8;6575.51;6.58
1074;366;258;1;1;9070.30;9.07
1075;735;75;10;10;9263.12;9.26
1076;382;77;11;11;6953.45;6.95
1077;227;107;7;7;3224.53;3.22
1078;432;498;5;5;11018.18;11.02
1079;277;64;8;8;12240.10;12.24
1080;-1;NA;13;NA;0.00;100.00
1081;789;222;10;10;8014.48;8.01
1082;251;132;9;9;9250.56;9.25
1083;143;388;9;9;1503.58;1.50
1084;631;396;13;13;8586.60;8.59
1085;610;350;3;3;3129.12;3.13
1086;331;45;11;11;7097.16;7.10
1087;422;485;11;11;18620.54;18.62
1088;552;33;7;7;4874.49;4.87
1089;560;419;8;8;10901.41;10.90
1090;590;315;4;4;16146.68;16.15
1091;953;207;7;7;12175.82;12.18
1092;612;494;9;9;15069.51;15.07
1093;600;338;10;10;1807.16;1.81
1094;63;482;7;7;2977.99;2.98
1095;3;94;8;8;18035.07;18.04
1096;28;487;13;13;5989.79;5.99
1097;179;51;8;8;15152.35;15.15
1098;361;125;4;4;5861.50;5.86
1099;941;489;10;10;6116.52;6.12
1100;-1;NA;12;NA;0.00;100.00
1101;406;63;5;5;6190.72;6.19
1102;844;71;4;4;9684.81;9.68
1103;967;178;13;13;16404.13;16.40
1104;629;348;5;5;15769.77;15.77
1105;225;401;4;4;11049.32;11.05
1106;796;155;1;1;2090.69;2.09
1107;956;130;4;4;4787.15;4.79
1108;654;203;1;1;3488.19;3.49
1109;575;241;5;5;2964.33;2.96
1110;434;217;13;13;4970.34;4.97
1111;864;63;5;5;15236.40;15.24
1112;979;232;4;4;8281.73;8.28
1113;972;495;12;12;11627.99;11.63
1114;577;189;12;12;4088.92;4.09
1115;970;67;5;5;11055.97;11.06
1116;3;94;8;8;6391.16;6.39
1117;231;9;2;2;4525.12;4.53
1118;8;388;2;2;4476.78;4.48
1119;784;123;7;7;6411.60;6.41
1120;879;248;8;8;6685.17;6.69
1121;465;417;10;10;4411.40;4.41
1122;357;432;9;9;19777.35;19.78
1123;-1;NA;1;NA;0.00;100.00
1124;186;192;1;1;2338.05;2.34
1125;545;364;2;2;6164.90;6.16
1126;786;378;4;4;4211.72;4.21
1127;766;414;9;9;20064.88;20.06
1128;521;457;2;2;10537.27;10.54
1129;236;110;3;3;9840.22;9.84
1130;463;429;3;3;9451.16;9.45
1131;157;240;6;6;10369.57;10.37
1132;275;284;7;7;2288.53;2.29
1133;789;222;10;10;5696.03;5.70
1134;666;261;13;13;13544.40;13.54
1135;687;168;9;9;14587.05;14.59
1136;615;431;12;12;3749.19;3.75
1137;298;156;10;10;7245.51;7.25
1138;23;174;12;12;12871.32;12.87
1139;910;299;3;3;13038.86;13.04
1140;394;487;6;6;7819.41;7.82
1141;272;57;10;10;7429.40;7.43
1142;776;322;12;12;5594.05;5.59
1143;767;304;9;9;3806.78;3.81
1144;579;385;13;13;6441.15;6.44
1145;181;422;11;11;3991.51;3.99
1146;159;363;9;9;7417.07;7.42
1147;271;322;4;4;6731.08;6.73
1148;185;423;12;12;10838.36;10.84
1149;626;86;8;8;8889.66;8.89
1150;332;234;1;1;11888.13;11.89
1151;498;384;6;6;1678.99;1.68
1152;158;456;13;13;18447.72;18.45
1153;179;51;8;8;4202.76;4.20
1154;547;435;9;9;12516.14;12.52
1155;901;214;10;10;13880.98;13.88
1156;147;117;10;10;16938.50;16.94
1157;968;155;4;4;6955.58;6.96
1158;971;119;12;12;5587.33;5.59
1159;878;238;8;8;725.36;0.73
1160;518;317;11;11;1472.04;1.47
1161;498;384;6;6;3192.15;3.19
1162;908;61;13;13;8953.18;8.95
1163;355;198;1;1;17190.83;17.19
1164;326;312;3;3;14245.20;14.25
1165;106;9;12;12;7167.06;7.17
1166;280;262;9;9;5464.55;5.46
1167;697;249;2;2;16022.95;16.02
1168;621;473;6;6;7655.18;7.66
1169;719;324;11;11;11799.87;11.80
1170;105;336;4;4;18308.25;18.31
1171;343;345;6;6;4668.11;4.67
1172;13;58;9;9;4052.68;4.05
1173;291;235;4;4;9628.15;9.63
1174;408;170;3;3;886.22;0.89
1175;429;231;12;12;2231.29;2.23
1176;246;328;3;3;15355.90;15.36
1177;174;8;12;12;14769.32;14.77
1178;58;33;2;2;8104.27;8.10
1179;458;424;5;5;12749.56;12.75
1180;548;185;11;11;13776.33;13.78
1181;429;231;12;12;4977.88;4.98
1182;196;136;10;10;1424.42;1.42
1183;487;25;10;10;14935.94;14.94
1184;416;303;12;12;7604.84;7.60
1185;711;375;3;3;5059.62;5.06
1186;215;420;4;4;3522.24;3.52
1187;-1;NA;9;NA;0.00;100.00
1188;18;466;8;8;7793.69;7.79
1189;22;127;6;6;15484.30;15.48
1190;923;196;3;3;4718.13;4.72
1191;767;304;9;9;8000.39;8.00
1192;848;245;10;10;7428.77;7.43
1193;961;245;5;5;5779.13;5.78
1194;450;177;13;13;7080.54;7.08
1195;747;293;11;11;9589.56;9.59
1196;326;312;3;3;8424.62;8.42
1197;859;121;10;10;5826.16;5.83
1198;420;391;11;11;13741.13;13.74
1199;52;72;4;4;11181.23;11.18
1200;491;167;11;11;4670.53;4.67
1201;363;326;1;1;9267.42;9.27
1202;862;288;11;11;1071.80;1.07
1203;281;193;1;1;13120.66;13.12
1204;82;205;7;7;11047.15;11.05
1205;845;72;11;11;4818.66;4.82
1206;869;109;12;12;3696.34;3.70
1207;268;262;11;11;14688.28;14.69
1208;748;262;4;4;17797.92;17.80
1209;392;140;7;7;10798.65;10.80
1210;629;348;5;5;10083.55;10.08
1211;-1;NA;10;NA;0.00;100.00
1212;4;173;4;4;13349.63;13.35
1213;42;69;13;13;8077.96;8.08
1214;938;300;1;1;4366.51;4.37
1215;711;375;3;3;8235.26;8.24
1216;90;84;1;1;3343.72;3.34
1217;837;21;12;12;19710.88;19.71
1218;426;466;11;11;4923.29;4.92
1219;3;94;8;8;7479.86;7.48
1220;729;85;6;6;4945.66;4.95
1221;622;460;4;4;5490.46;5.49
1222;812;407;12;12;19518.24;19.52
1223;577;189;12;12;3976.78;3.98
1224;475;17;5;5;14186.77;14.19
1225;775;305;12;12;4809.48;4.81
1226;895;459;13;13;10594.50;10.59
1227;948;189;7;7;16171.79;16.17
1228;827;203;1;1;11784.68;11.78
1229;261;164;9;9;9562.00;9.56
1230;375;498;3;3;9781.80;9.78
1231;859;121;10;10;16660.23;16.66
1232;363;326;1;1;4612.73;4.61
1233;163;101;1;1;9091.33;9.09
1234;845;72;11;11;10363.19;10.36
1235;461;364;11;11;4365.82;4.37
1236;859;121;10;10;3119.87;3.12
1237;250;85;13;13;11004.98;11.00
1238;112;58;7;7;16353.00;16.35
1239;852;410;12;12;10190.21;10.19
1240;71;423;5;5;4997.47;5.00
1241;680;85;8;8;5063.79;5.06
1242;473;113;11;11;3805.68;3.81
1243;463;429;3;3;3579.27;3.58
1244;879;248;8;8;6067.22;6.07
1245;-1;NA;1;NA;0.00;100.00
1246;801;421;12;12;18052.39;18.05
1247;-1;NA;3;NA;0.00;100.00
1248;776;322;12;12;3752.77;3.75
1249;13;58;9;9;12475.75;12.48
1250;931;292;13;13;10393.53;10.39
1251;100;128;12;12;2927.41;2.93
1252;758;245;5;5;2979.44;2.98
1253;926;19;4;4;2770.88;2.77
1254;290;324;9;9;12409.00;12.41
1255;532;139;8;8;13649.23;13.65
1256;924;154;2;2;7844.66;7.84
1257;35;249;8;8;6709.32;6.71
1258;498;384;6;6;5200.51;5.20
1259;332;234;1;1;15334.75;15.33
1260;462;472;13;13;5442.59;5.44
1261;528;364;3;3;10180.51;10.18
1262;886;194;13;13;8817.24;8.82
1263;133;216;7;7;14738.08;14.74
1264;578;35;11;11;7646.01;7.65
1265;662;99;1;1;9453.86;9.45
1266;555;330;12;12;4753.57;4.75
1267;801;421;12;12;4512.40;4.51
1268;311;125;1;1;2364.46;2.36
1269;663;64;5;5;12723.52;12.72
1270;304;243;7;7;10555.96;10.56
1271;660;195;12;12;7177.75;7.18
1272;351;247;1;1;6640.93;6.64
1273;818;465;13;13;17861.64;17.86
1274;661;117;13;13;10751.09;10.75
1275;948;189;7;7;14209.02;14.21
1276;365;216;5;5;13379.09;13.38
1277;581;392;6;6;4155.06;4.16
1278;24;383;5;5;14773.66;14.77
1279;454;41;11;11;7561.28;7.56
1280;527;76;8;8;18966.09;18.97
1281;601;355;13;13;15632.71;15.63
1282;318;386;10;10;16983.63;16.98
1283;79;38;1;1;7565.82;7.57
1284;939;222;7;7;4209.09;4.21
1285;485;450;13;13;14344.38;14.34
1286;414;81;9;9;10288.12;10.29
1287;871;297;10;10;1129.71;1.13
1288;438;211;10;10;4694.61;4.69
1289;981;364;2;2;3231.25;3.23
1290;960;25;7;7;1568.03;1.57
1291;817;431;13;13;18793.56;18.79
1292;706;390;1;1;8637.42;8.64
1293;464;43;12;12;5188.54;5.19
1294;277;64;8;8;16839.71;16.84
1295;748;262;4;4;15944.98;15.94
1296;392;140;7;7;12205.86;12.21
1297;56;297;4;4;5553.26;5.55
1298;721;340;4;4;10298.73;10.30
1299;368;353;12;12;7187.58;7.19
1300;655;168;9;9;1076.54;1.08
1301;609;299;2;2;13672.86;13.67
1302;164;485;6;6;14846.94;14.85
1303;270;363;11;11;12631.39;12.63
1304;139;330;3;3;5683.34;5.68
1305;529;199;1;1;13259.60;13.26
1306;252;89;1;1;7363.52;7.36
1307;254;206;1;1;13103.67;13.10
1308;-1;NA;13;NA;0.00;100.00
1309;167;477;9;9;12103.70;12.10
1310;869;109;12;12;9508.11;9.51
1311;793;47;7;7;3625.84;3.63
1312;969;458;13;13;17826.76;17.83
1313;727;498;2;2;3608.37;3.61
1314;33;493;10;10;7073.09;7.07
1315;439;465;4;4;5835.27;5.84
1316;70;461;1;1;10746.32;10.75
1317;362;473;11;11;10717.02;10.72
1318;219;193;6;6;9652.31;9.65
1319;274;177;10;10;19433.53;19.43
1320;80;201;3;3;11593.25;11.59
1321;495;197;6;6;6293.97;6.29
1322;360;462;7;7;10053.88;10.05
1323;605;224;3;3;1997.95;2.00
1324;257;462;5;5;3875.05;3.88
1325;57;85;11;11;7390.53;7.39
1326;23;174;12;12;4165.84;4.17
1327;576;67;12;12;9717.95;9.72
1328;688;363;11;11;5556.93;5.56
1329;573;81;11;11;7955.87;7.96
1330;230;98;2;2;1061.29;1.06
1331;295;405;12;12;3115.21;3.12
1332;395;89;5;5;11335.16;11.34
1333;506;22;1;1;15093.77;15.09
1334;508;426;13;13;15233.67;15.23
1335;777;247;9;9;7336.17;7.34
1336;40;101;8;8;6754.72;6.75
1337;639;202;8;8;5792.59;5.79
1338;456;251;2;2;615.78;0.62
1339;922;35;3;3;9210.43;9.21
1340;510;420;12;12;13288.74;13.29
1341;860;223;8;8;6427.74;6.43
1342;20;218;8;8;4258.55;4.26
1343;156;253;1;1;11087.68;11.09
1344;418;80;13;13;10103.33;10.10
1345;594;418;6;6;9435.87;9.44
1346;826;405;6;6;11311.11;11.31
1347;766;414;9;9;13294.34;13.29
1348;325;208;13;13;10911.19;10.91
1349;200;259;7;7;6139.79;6.14
1350;367;338;9;9;17012.68;17.01
1351;729;85;6;6;10709.09;10.71
1352;441;398;9;9;8017.26;8.02
1353;849;35;13;13;9797.30;9.80
1354;765;417;5;5;9406.11;9.41
1355;468;477;3;3;11935.35;11.94
1356;21;83;4;4;14784.63;14.78
1357;834;273;3;3;13255.72;13.26
1358;813;467;6;6;14514.87;14.51
1359;441;398;9;9;5965.87;5.97
1360;954;416;13;13;14563.47;14.56
1361;232;373;8;8;17312.97;17.31
1362;454;41;11;11;14706.20;14.71
1363;792;470;9;9;17641.82;17.64
1364;241;205;2;2;2337.57;2.34
1365;198;278;1;1;4475.06;4.48
1366;511;420;5;5;4807.75;4.81
1367;39;32;7;7;3648.09;3.65
1368;664;321;6;6;10927.13;10.93
1369;394;487;6;6;13836.57;13.84
1370;335;313;2;2;9229.56;9.23
1371;978;147;4;4;14114.80;14.11
1372;693;97;1;1;11712.51;11.71
1373;136;462;7;7;8049.50;8.05
1374;970;67;5;5;2416.84;2.42
1375;879;248;8;8;8212.19;8.21
1376;240;448;13;13;2842.66;2.84
1377;58;33;2;2;9646.07;9.65
1378;737;242;10;10;6303.50;6.30
1379;912;463;10;10;4387.03;4.39
1380;333;325;13;13;11354.01;11.35
1381;472;144;6;6;14339.70;14.34
1382;723;34;8;8;9569.68;9.57
1383;967;178;13;13;2284.43;2.28
1384;331;45;11;11;5627.53;5.63
1385;883;324;5;5;12249.32;12.25
1386;250;85;13;13;5635.47;5.64
1387;329;110;7;7;8852.28;8.85
1388;783;373;6;6;5609.69;5.61
1389;198;278;1;1;1951.57;1.95
1390;917;467;6;6;17023.52;17.02
1391;425;178;6;6;14782.76;14.78
1392;843;484;4;4;1056.51;1.06
1393;630;414;10;10;14830.38;14.83
1394;498;384;6;6;5204.04;5.20
1395;944;194;3;3;5969.00;5.97
1396;578;35;11;11;13598.39;13.60
1397;95;424;6;6;6773.35;6.77
1398;12;100;9;9;7318.35;7.32
1399;923;196;3;3;4376.56;4.38
1400;333;325;13;13;6991.02;6.99
1401;295;405;12;12;2470.75;2.47
1402;291;235;4;4;14713.42;14.71
1403;491;167;11;11;8362.00;8.36
1404;549;270;7;7;7007.50;7.01
1405;536;394;3;3;14295.29;14.30
1406;544;224;8;8;18096.71;18.10
1407;964;266;10;10;22224.51;22.22
1408;535;267;6;6;10869.04;10.87
1409;510;420;12;12;6153.06;6.15
1410;264;379;8;8;1079.22;1.08
1411;861;121;13;13;5317.99;5.32
1412;728;235;11;11;969.68;0.97
1413;87;443;3;3;10072.59;10.07
1414;217;393;4;4;17216.83;17.22
1415;238;162;2;2;4707.24;4.71
1416;981;364;2;2;7301.13;7.30
1417;365;216;5;5;5141.76;5.14
1418;308;494;5;5;13931.57;13.93
1419;718;345;3;3;5538.55;5.54
1420;241;205;2;2;8196.99;8.20
1421;381;445;9;9;8217.08;8.22
1422;262;275;5;5;15234.92;15.23
1423;-1;NA;11;NA;0.00;100.00
1424;781;398;7;7;5630.09;5.63
1425;870;468;1;1;5827.37;5.83
1426;590;315;4;4;12601.28;12.60
1427;439;465;4;4;5904.97;5.90
1428;-1;NA;4;NA;0.00;100.00
1429;880;469;11;11;16938.23;16.94
1430;341;34;8;8;13657.11;13.66
1431;618;398;6;6;6149.27;6.15
1432;21;83;4;4;10908.44;10.91
1433;8;388;2;2;9054.13;9.05
1434;203;109;1;1;17348.87;17.35
